context,question,answer
"주제: 소나기
이와 같은 어원설 외에도 ‘천둥’을 뜻하는 함경 방언 ‘소낙’에서 왔다는 설, ‘손(날짜에 따라서 네 방위를 돌아다니며 사람의 활동을 방해하는 귀신)’과 ‘악(있는 힘을 다하여 모질게 마구 쓰는 기운)’이 결합된 단어라는 설 등도 있으나 신빙성이 없기는 마찬가지다. ‘소나기’가 이른 시기의 문헌에 ‘쇠나기’로 나온다는 사실로서도 위에 제시한 여러 어원설은 무력해진다. ‘쇠나기’는 ‘소낙’은 물론이고 ‘소내기’와 ‘소나리’와도 거리가 있다.",'소나기'의 어원에 대한 신빙성 있는 설명은 무엇인가요?  ,"그것도 몰라? ""‘소나기’가 이른 시기의 문헌에 ‘쇠나기’로 나온다는 사실로서도 위에 제시한 여러 어원설은 무력해진다."" 근거를 보면 알 수 있잖아. '소나기'의 어원에 대한 신빙성 있는 설명은 없고, 여러 설들이 다 신빙성이 없다는 거야."
"주제: 소나기
이쯤 되면 ‘소나기’의 어원은 ‘쇠나기’의 어원을 밝히는 것으로 설명될 수 있음을 알게 된다. ‘쇠나기’는 ‘쇠’와 ‘나기’로 분석하여 이해할 수 있다. ‘쇠’는 ‘매우, 심히’라는 뜻의 부사이다. ‘쇠’는 지금은 쓰이지 않지만 중세국어에서는 쓰이던 말이다. ‘나기’는 ‘出(출)’의 의미를 갖는 동사 ‘나－’에 접미사 ‘－기’가 결합된 어형이다. 이렇게 보면 ‘쇠나기’는 ‘심히 내리는 것’이라는 어원적 의미를 갖는다. ‘쇠나기’의 ‘쇠’와 부사 ‘쇠(몹시)’의 성조(聲調)가 평성(平聲)으로 같다는 점, 그리고 ‘소나기’가 ‘급하고",'소나기'의 어원은 무엇인가요?  ,"그것도 몰라? ""'소나기'의 어원은 '쇠나기'로, '쇠'는 '매우, 심히'라는 뜻의 부사이고, '나기'는 '出(출)'의 의미를 갖는 동사 '나－'에 접미사 '－기'가 결합된 어형이다."" 근거를 보면 알 수 있잖아. '소나기'는 '심히 내리는 것'이라는 의미에서 유래한 거야."
"주제: 소나기
중세국어의 ‘쇠나기’는 18세기까지도 유지된다. 그런데 19세기에 오면 제1음절에서 ‘ㅣ’가 탈락하여 ‘소나기’로 변한다. 그리고 ‘소나기’는 ‘ㅣ’ 모음 역행 동화에 의해 ‘소내기’로 변한다. ‘소내기’가 20세기 초 이후의 문헌부터 보이고 있다. 그러나 ‘소내기’는 표준어가 아니다. 어디까지나 ‘소나기’가 표준어인 것이다.",'소나기'의 어원 변화 과정은 어떻게 되나요?  ,"그것도 몰라? ""중세국어의 ‘쇠나기’는 18세기까지도 유지된다. 그런데 19세기에 오면 제1음절에서 ‘ㅣ’가 탈락하여 ‘소나기’로 변한다."" 근거를 보면 알 수 있잖아. '소나기'는 이렇게 변해왔고, 이후 '소내기'로도 변했지만, 결국 표준어는 '소나기'야."
"주제: 소나기
오늘날에는 ‘소나기’와 함께 ‘소낙비’라는 단어도 쓰인다. 이 단어가 처음 보이는 것은 19세기다. 이는 물론 ‘소낙’과 ‘비’가 결합된 형태다. ‘소낙’은 ‘소나기’와 아주 동떨어진 단어가 아니다. ‘소나기’를 ‘소낙이’로 적고 그것을 ‘소낙’에 접미사 ‘－이’가 결합된 것으로 잘못 분석한 뒤, ‘소낙’에 ‘비’를 결합하여 ‘소낙비’라는 새로운 단어를 만든 것이다. 어떤 사람들은 ‘소나기’를 ‘쏘나기’로, ‘소내기’를 ‘쏘내기’로 되게 발음하기도 한다. 이런 된 발음이 나오게 된 것은 ‘소나기’가 거세게 오는 비라는 점을 크게",'소나기'와 '소낙비'의 관계는 무엇인가요?  ,"그것도 몰라? ""‘소낙’은 ‘소나기’와 아주 동떨어진 단어가 아니다."" 근거를 보면 알 수 있잖아. '소낙'이 '소나기'에서 파생된 단어라서, 결국 둘은 같은 맥락에서 나온 거야."
"주제: 무진기행
〈무진기행〉은 김승옥이 잡지 <사상계>에 1964년 발표한 단편소설이다. 소설 제목에 인용된 무진(霧津)이라는 도시는 실재하지 않으며, 작가의 고향인 전남 순천을 모델로 하여 설정된 가상의 도시이다.


== 각주 ==",〈무진기행〉의 배경이 되는 도시는 실제로 존재하는가요?  ,"그것도 몰라? ""무진(霧津)이라는 도시는 실재하지 않으며, 작가의 고향인 전남 순천을 모델로 하여 설정된 가상의 도시이다."" 근거를 보면 알 수 있잖아. 그러니까 무진은 실제 도시는 아니고, 작가가 상상해서 만든 곳이야."
"주제: 파우스트
파우스트(Faust)는 악마 메피스토펠레스와 계약을 맺는 내용의 독일 전설 속의 인물로, 마술사이자 연금술사였던 요한 게오르크 파우스트(1480년?~1541년?)를 바탕으로 한 소설의 주인공이다. 크리스토퍼 말로, 요한 볼프강 폰 괴테, 클라우스 만, 토마스 만, 오스카 와일드등 많은 작가들이 파우스트 전설에 바탕하여 여러 작품을 만들었다.",파우스트 전설에 영향을 받은 작가들은 누구인가요?,"그것도 몰라? ""크리스토퍼 말로, 요한 볼프강 폰 괴테, 클라우스 만, 토마스 만, 오스카 와일드 등 많은 작가들이 파우스트 전설에 바탕하여 여러 작품을 만들었다."" 근거를 보면 알 수 있잖아. 이 작가들이 파우스트를 주제로 한 작품을 썼다는 거야."
"주제: 파우스트
파우스트(Faust) 또는 파우스투스(Faustus; ""경사로운"", ""행운의"" 의미의 라틴어)는 고전 독일 소설의 주인공이다. 대강의 내용은 다음과 같다. 박식한 학자 파우스트는 속세적인 지식에 만족하지 못하고, 자신의 영혼과 악마가 가진 인간의 한계를 넘어선 금지된 지식을 교환하는 계약을 하게 된다. 메피스토펠레스(Mephistopheles) 또는 메피스토로 불리는 이 악마는 계약 기간 동안 흑마술로서 파우스트의 욕심을 충족시켜주지만, 계약 기간이 끝난 후 파우스트의 영혼은 악마 메피스토의 소유가 되고, 영원히 저주받게 된다.",파우스트가 악마와 계약을 맺은 이유는 무엇인가요?  ,"그것도 몰라? ""박식한 학자 파우스트는 속세적인 지식에 만족하지 못하고, 자신의 영혼과 악마가 가진 인간의 한계를 넘어선 금지된 지식을 교환하는 계약을 하게 된다."" 근거를 보면 알 수 있잖아. 지식에 대한 갈증이 너무 커서 저런 선택을 한 거야."
"주제: 파우스트
박식한 파우스트는 그의 삶에 매우 만족하면서도 무한한 지식과 세속적인 쾌락을 위해 자신의 영혼을 교환하면서 마귀와 협약을 맺게된다.
파우스트의 전설은 여러 시대를 통해 그것을 재해석한 문학, 예술, 영화 및 음악 작품의 기초가 되었다.  ""파우스트 (Faust)""와 형용사 ""파우스 티아 (Faustian)""는 야심적인 사람이 한정된 기간 동안 권력과 성공을 달성하기 위해 도덕적 청렴성을 포기하는 상황을 의미한다.",파우스트 전설이 현대 문화에 미친 영향은 무엇인가요?  ,"그것도 몰라? ""파우스트의 전설은 여러 시대를 통해 그것을 재해석한 문학, 예술, 영화 및 음악 작품의 기초가 되었다."" 근거를 보면 알 수 있잖아. 이 전설 덕분에 다양한 예술 작품들이 탄생했어."
"주제: 파우스트
악마 메피스토펠레스와의 계약 기간 동안 파우스트는 흑마술을 여러 방면으로 사용한다. 메피스토펠레스는 파우스트를 여자와 술로 유혹을 하고, 세속적인 쾌락을 계속해서 보여줌으로써 그를 타락과 쾌락을 추구하는 인간으로 변화시킨다. 그 결과 결국 파우스트는 영혼을 악마에게 빼앗기게 된다.  괴테의 소설 <파우스트>에서는 악마와의 거래에따른 고통의 대가를 죽음 이후에 받게 된다.",파우스트가 악마 메피스토펠레스와의 계약으로 인해 어떤 변화를 겪게 되나요?  ,"그것도 몰라? ""메피스토펠레스는 파우스트를 여자와 술로 유혹을 하고, 세속적인 쾌락을 계속해서 보여줌으로써 그를 타락과 쾌락을 추구하는 인간으로 변화시킨다."" 근거를 보면 알 수 있잖아. 결국 파우스트는 쾌락에 빠져서 영혼을 악마에게 빼앗기게 돼."
"주제: 파우스트
즉 초기 이야기에서 파우스트는 능력을 받았지만, 자신의 지은 죄가 너무 커서, 돌이킬 수없는 손상을 입었고 그의 죄를 용서할 수 없는 상황이 되었고. 악마와 계약 기간이 끝나서  악마는 그를 지옥 속으로 떨어 트리며, 파우스트는 영원한 고통속으로 들어가는것으로 마무리 짓게된다.",파우스트의 이야기는 어떻게 마무리되나요?  ,"그것도 몰라? ""악마와 계약 기간이 끝나서 악마는 그를 지옥 속으로 떨어 트리며, 파우스트는 영원한 고통속으로 들어가는 것으로 마무리 짓게 된다."" 근거를 보면 알 수 있잖아. 결국 파우스트는 자신의 죄 때문에 지옥에 떨어지는 거야."
"주제: 파우스트
독일의 시인·정치가·과학자·극작가인 요한 볼프강 폰 괴테 (Johann Wolfgang von Goethe)가 쓴 희곡 파우스트는 기존의 고전 독일 문학의 기독교적 도덕을 심화시킨다.
희곡과 장시(長詩)의 형태가 합작된 괴테의 파우스트는 서사적 서재극(書齋劇)이다.
신과 악마가 파우스트를 두고 내기를 한다. 파우스트가 악마에게, 너는 아름답다라고 말하면 그 때 악마가 파우스트의 영혼을 거두는 것으로.
괴테는 파우스트의 이야기에 자신의 첫사랑 그레트헨의 이야기를 덧붙이고, 악마가 보여준 쾌락의 한 종류인 여색으로 보여주지만",괴테의 파우스트에서 신과 악마는 어떤 내기를 하나요?  ,"그것도 몰라? ""신과 악마가 파우스트를 두고 내기를 한다. 파우스트가 악마에게, 너는 아름답다라고 말하면 그 때 악마가 파우스트의 영혼을 거두는 것으로."" 근거를 보면 알 수 있잖아. 악마한테 칭찬하면 영혼을 가져간다는 거야."
"주제: 파우스트
결국 파우스트와 그레트헨의 아름다운 순수한 사랑으로 1막은 막을 내린다.
괴테는 기존의 있던 파우스트의 이야기를 (기존에는 파우스트가 영혼을 악마에게 빼앗기고 영원히 저주받는다.) 자신의 방식으로 이야기한다.
괴테의 파우스트 마지막 단계에 파우스트는 이렇게 말한다.
""자유로운 사람들과 함께 자유로운 시간을 보낼 때, 그 때가 오면 난 이렇게 말하겠네, 멈춰라, 너는 아름답다!""
그러나 악마는 파우스트의 영혼을 빼앗으려고 한다. 그 때 하늘에서 천사들이 내려오더니, 파우스트를 구원해준다.",괴테의 파우스트에서 파우스트는 어떤 방식으로 자신의 운명을 바꾸려고 하나요?  ,"그것도 몰라? ""괴테는 기존의 있던 파우스트의 이야기를 자신의 방식으로 이야기한다."" 근거를 보면 알 수 있잖아. 파우스트는 자신의 영혼을 구원받기 위해 사랑과 자유를 추구해. 결국 그레트헨과의 사랑이 그에게 중요한 의미가 되는 거야."
"주제: 비 오는 날 수채화
비 오는 날 수채화는 1990년 공개된 대한민국의 영화이다.


== 배역 ==
강석현 : 지수 역
옥소리 : 지혜 역
이경영 : 천호 역
신성일 : 양부 역
김인문 : 윤 교수 역
이기열 : 카페 주인 역
방은희 : 경애 역


== 수상 ==
1990년 제14회 황금촬영상
감독상 - 곽재용
연기대상 - 강석현
조명상 - 박창호
촬영상(금상) - 양영길


== 외부 링크 ==",영화 '비 오는 날 수채화'의 감독은 누구인가요?,"그것도 몰라? ""감독상 - 곽재용"" 근거를 보면 알 수 있잖아. 곽재용이 감독이야."
"주제: 김소월
김소월(金素月, 1902년 9월 7일 (음력 8월 6일) ~ 1934년 12월 24일)은 일제강점기의 시인이다. 본명은 김정식(金廷湜)이지만, 호인 소월(素月)로 더 널리 알려져 있다. 본관은 공주(公州)다. 1934년 12월 24일 평안북도 곽산 자택에서 향년 33세로 병사한 그는 서구 문학이 범람하던 시대에 민족 고유의 정서에 기반한 시를 쓴 민족 시인으로 잘 알려져 있다.",김소월의 본명은 무엇인가요?  ,"그것도 몰라? ""본명은 김정식(金廷湜)이지만, 호인 소월(素月)로 더 널리 알려져 있다."" 근거를 보면 알 수 있잖아. 본명은 김정식이야."
"주제: 김소월
== 생애 ==
1902년, 평안북도 구성군에서 출생하였고 지난날 평안북도 정주군에서 잠시 유아기를 보낸 적이 있는 그는 훗날 평안북도 곽산군에서 성장하였다. 1904년 처가로 가던 부친 김성도는 정주군과 곽산군을 잇는 철도 공사장의 일본인 목도꾼들에게 폭행당한 후 정신 이상자가 되었다. 이후 김소월은 광산을 경영하는 조부의 손에서 컸다. 김소월에게 이야기의 재미를 가르쳐 주어 영향을 끼친 숙모 계희영을 만난 것도 이 무렵이다.",김소월의 어린 시절에 어떤 사건이 있었나요?  ,"그것도 몰라? ""1904년 처가로 가던 부친 김성도는 정주군과 곽산군을 잇는 철도 공사장의 일본인 목도꾼들에게 폭행당한 후 정신 이상자가 되었다."" 근거를 보면 알 수 있잖아. 어린 시절에 아버지가 폭행당하고 정신적으로 문제가 생긴 거야."
"주제: 김소월
평안북도 곽산 남산보통학교를 졸업하고 1915년 평안북도 정주 오산고등보통학교에서 조만식과 평생 문학의 스승이 될 김억을 만났다. 김억의 격려를 받아 1920년 동인지 《창조》5호에 처음으로 시를 발표했다. 오산학교를 다니는 동안 김소월은 왕성한 작품 활동을 했으며, 1925년에는 생전에 낸 유일한 시집인 《진달래꽃》을 발간했다.
1916년 오산학교 재학 시절 고향 구성군 평지면의 홍시옥의 딸 홍단실과 결혼했다.",김소월이 문학 활동을 시작하게 된 계기는 무엇인가요?  ,"그것도 몰라? ""김억의 격려를 받아 1920년 동인지 《창조》5호에 처음으로 시를 발표했다."" 근거를 보면 알 수 있잖아. 김억 덕분에 문학을 시작한 거야."
"주제: 김소월
3·1 운동 이후 오산학교가 문을 닫자 경성 배재고등보통학교 5학년에 편입해서 졸업했다. 1923년에는 일본 도쿄 상과대학교에 입학하였으나, 같은 해 9월에 관동대지진이 발생하자 중퇴하고 귀국했다. 이 무렵 서울 청담동에서 나도향과 만나 친구가 되었고 《영대》동인으로 활동했다.","김소월은 어떤 학교에서 공부했으며, 어떤 사건으로 인해 중퇴하게 되었나요?  ","그것도 몰라? ""3·1 운동 이후 오산학교가 문을 닫자 경성 배재고등보통학교 5학년에 편입해서 졸업했다. 1923년에는 일본 도쿄 상과대학교에 입학하였으나, 같은 해 9월에 관동대지진이 발생하자 중퇴하고 귀국했다."" 근거를 보면 알 수 있잖아. 오산학교에서 배재고등보통학교로 갔다가 도쿄 상과대학교에 입학했는데, 관동대지진 때문에 중퇴한 거야."
"주제: 김소월
김소월은 고향으로 돌아간 후 조부가 경영하는 광산일을 도왔으나 일이 실패하자 처가인 구성군으로 이사하였다. 구성군 남시면에서 개설한 동아일보 지국마저 실패하는 바람에 극도의 빈곤에 시달렸다. 본래 예민했던 그는 정신적으로 큰 타격을 받고 술로 세월을 보냈으며, 친척들한테도 천시를 받았고 일본의 압박으로 부인과 동반자살 시도까지 했다.",김소월이 겪었던 극도의 빈곤의 원인은 무엇인가요?  ,"그것도 몰라? ""구성군 남시면에서 개설한 동아일보 지국마저 실패하는 바람에 극도의 빈곤에 시달렸다."" 근거를 보면 알 수 있잖아. 동아일보 지국이 실패하면서 돈이 없어진 거야."
"주제: 김소월
류머티즘으로 고생을 하다가 1934년 12월 24일 평안북도 곽산에서 뇌졸중으로 세상을 떠났다. 향년 33세였다. 이틀 전, ""여보, 세상은 참 살기 힘든 것 같구려."" 라면서 쓴웃음지으며 우울해했다고 한다. 이 때문에 김소월이 자살한 거 아니냐는 추측이 나오기도 했다.
김소월의 증손녀가 증언한 바로는, 김소월은 심한 관절염을 앓고 있었고 통증을 완화하기 위해 아편을 먹곤 했다고 한다. 그것으로 인해 아편 과다복용의 후유증으로 인해 세상을 떠난 것이 아니냐는 설도 있다.",김소월의 사망 원인에 대한 여러 가지 추측은 무엇인가요?  ,"그것도 몰라? ""김소월이 자살한 거 아니냐는 추측이 나오기도 했다."" 근거를 보면 알 수 있잖아. 또, ""김소월은 심한 관절염을 앓고 있었고 통증을 완화하기 위해 아편을 먹곤 했다고 한다."" 이걸로 아편 과다복용의 후유증으로 세상을 떠난 것일 수도 있다고. 그러니까 여러 가지 가능성이 있어."
"주제: 김소월
=== 사후 ===
1977년, 사후 43년 만에 그의 시작 노트를 발견했는데, 여기에 실린 시 가운데 스승 김억이 이미 발표한 게 있어 사람들을 놀라게 했다. 김억이 제자의 시를 자신의 시로 발표했던 것이다.
1981년, 금관문화훈장(1등급)이 추서되었으며 서울 남산에 그를 기리는 시비가 세워졌다.
1986년 조사 결과 발표에 따르면, 한국 가곡의 20%가 김소월의 시에 곡을 붙인 것이며 그 수에서 가곡시인 중 1위를 차지하였다.",김소월의 시가 한국 가곡에 미친 영향은 어떤가요?  ,"그것도 몰라? ""1986년 조사 결과 발표에 따르면, 한국 가곡의 20%가 김소월의 시에 곡을 붙인 것이며 그 수에서 가곡시인 중 1위를 차지하였다."" 근거를 보면 알 수 있잖아. 그의 시는 한국 가곡에서 엄청난 비중을 차지하고 있거든."
"주제: 김소월
== 작품 경향 ==
민요조의 서정적인 목소리의 시작활동을 하였으나 바라건대는 우리에게 우리의 보습 대일 땅이 있었더라면에서는 민족적 현실의 각성을 통해 참여적인 목소리로 기울었다.",김소월의 작품 경향은 어떤 특징을 가지고 있나요?  ,"그것도 몰라? ""민요조의 서정적인 목소리의 시작활동을 하였으나 바라건대는 우리에게 우리의 보습 대일 땅이 있었더라면에서는 민족적 현실의 각성을 통해 참여적인 목소리로 기울었다."" 근거를 보면 알 수 있잖아. 김소월은 서정적이면서도 민족적 현실을 반영한 참여적인 목소리를 가진 시인이야."
"주제: 김소월
== 평가 ==
조연현은 ""김소월의 시는 그 어느 것을 막론하고 향토적인 체취가 강하게 풍기고 있다""면서 ""한 마디로 전통적인 시인""이라고 평했고,
조병춘은 ""우리 민족의 문학적 생리에 배겨 있는 민중적·민요적 리듬을 가장 적절하게 건드려 준 시인""이라고 했다.",김소월의 시를 어떻게 평가할 수 있을까?  ,"그것도 몰라? ""김소월의 시는 그 어느 것을 막론하고 향토적인 체취가 강하게 풍기고 있다""는 조연현의 평과 ""우리 민족의 문학적 생리에 배겨 있는 민중적·민요적 리듬을 가장 적절하게 건드려 준 시인""이라는 조병춘의 평을 보면 알 수 있잖아. 김소월은 전통적인 시인으로서 민중적이고 향토적인 감성을 잘 표현한 시인이라는 거야."
"주제: 김소월
김현은 김소월의 시가 ""전래의 정한의 세계를 새로운 리듬으로 표현해 낸 것이며, 그런 의미에서 새로운 민요에 속한다.""고 했으며, 유종호는 김소월의 젊은 시절 시단에서 이른바 〈조선주의〉가 유행이었으나, 시인은 ""조선이라는 말을 쓰지 않은 채 조국의 산하에 지천으로 피고 지는 진달래라는 표상을 선택함으로써 겨레 감정에 호소한다. 그는 추상적인 관념에서 출발하지 않고 구체에서 출발하는 것이다. 이 하나만 가지고서도 그는 당대의 누구보다도 시인이요 터주시인""이라고 했고,",김소월의 시가 조국의 감정을 어떻게 표현하고 있는지 설명할 수 있나요?  ,"그것도 몰라? ""김현은 김소월의 시가 '전래의 정한의 세계를 새로운 리듬으로 표현해 낸 것이며, 그런 의미에서 새로운 민요에 속한다.'고 했으며, 유종호는 김소월이 '조선이라는 말을 쓰지 않은 채 조국의 산하에 지천으로 피고 지는 진달래라는 표상을 선택함으로써 겨레 감정에 호소한다.'고 했다."" 근거를 보면 알 수 있잖아. 김소월은 민속적인 요소를 통해 조국의 감정을 구체적으로 드러내는 시를 썼어."
"주제: 김소월
〈낭인의 봄〉
〈진달래꽃〉
〈엄마야 누나야〉
〈먼 후일〉
〈산유화〉
〈접동새〉
〈가는 길〉
〈초혼〉
〈개여울〉
〈예전엔 미처 몰랐어요〉
〈바라건대는 우리에게 우리의 보습 대일 땅이 있었더라면〉
〈나의 집〉
〈춘향과 이도령〉
〈금잔디〉
〈삭주구성〉
〈산〉
〈꿈〉
〈무덤〉
〈추회〉
〈첫사랑〉
〈왕십리〉
〈길〉
〈집 생각〉
〈바다〉
〈그를 꿈꾼 밤〉
〈어려 듣고 자라 배워 내가 안 것은〉
〈눈물이수르르 흘러납니다〉
〈새벽〉
〈바람의 봄〉
〈삼수갑산〉
〈부모〉
<무심>
〈옛이야기〉[1]
〈못잊어〉
〈만나려는 심사〉",김소월의 대표적인 작품에는 어떤 것들이 있나요?  ,"그것도 몰라? ""김소월의 대표적인 작품에는 〈낭인의 봄〉, 〈진달래꽃〉, 〈엄마야 누나야〉, 〈먼 후일〉, 〈산유화〉 등이 있다."" 근거를 보면 알 수 있잖아. 그 작품들 다 유명하니까 꼭 알아둬야 해."
"주제: 김소월
== 관련 서적 ==
중고생도 함께 읽는 진달래꽃, 소월이 지금 나에게로 왔다 (장노현, 글누림출판사,2014)


== 가족 관계 ==

아버지: 김성도
어머니: 장경숙
작은어머니(숙모): 계희영
부인: 홍단실(洪丹實) - 홍시옥(洪時玉)의 딸
첫째 딸: 김구생
둘째 딸: 김구원
첫째 아들: 김준호
둘째 아들: 김은호
셋째 아들: 김정호 - 1953년 반공포로로 석방, 김소월의 자녀들 중 유일하게 남한에 거주하였다.
손녀: 김은숙
손자: 김영돈
넷째 아들: 김낙호


== 같이 보기 ==
소월시문학상


== 각주 ==",김소월의 가족 관계에서 유일하게 남한에 거주하는 자녀는 누구인가요?  ,"그것도 몰라? ""셋째 아들: 김정호 - 1953년 반공포로로 석방, 김소월의 자녀들 중 유일하게 남한에 거주하였다."" 근거를 보면 알 수 있잖아. 김정호가 남한에 살고 있는 유일한 자식이야."
"주제: 이육사
== 생애 ==
경상북도 안동시 도산면 원촌리 881번지에서 태어났다. 본관은 진보(眞寶)이며, 퇴계 이황의 14대손이다. 한학을 수학하다가 도산공립보통학교에 진학하여 신학문을 배웠다. 1925년 20대 초반에 가족이 대구로 이사한 뒤 형제들과 함께 의열단에 가입하였고, 1927년 10월 18일 일어난 장진홍의 조선은행 대구지점 폭파 사건에 연루된 혐의로 큰형인 원기, 맏동생 원일과 함께 처음 투옥되었다.",이육사가 의열단에 가입한 이유는 무엇인가요?  ,"그것도 몰라? ""1925년 20대 초반에 가족이 대구로 이사한 뒤 형제들과 함께 의열단에 가입하였다."" 근거를 보면 알 수 있잖아. 가족이 대구로 이사한 후에 의열단에 가입한 거야."
"주제: 이육사
이원록의 필명은 여러가지가 있고, 호에 대한 몇가지 이야기가 있어 기재한다. 하나는 대구형무소에 수감되어 받은 수인 번호 '264'의 음을 딴 '二六四'에서 나왔다고 전해지며,'李活'과 '戮史', '肉瀉'를 거쳐 '陸史'로 고쳤다고 전해진다. 1929년 이육사가 대구형무소에서 출옥한 후 요양을 위해 집안어른인 이영우의 집이 있는 포항으로 가서 머문 적이 있었는데, 이육사가 어느 날 이영우에게 ""저는 ""戮史""란 필명을 가지려고 하는데 어떻습니까?""라고 물었다. 이 말은 '역사를 찢어 죽이겠다'라는 의미였다. 당시 역사가 일제",이육사의 필명 '戮史'는 어떤 의미를 가지고 있나요?  ,"그것도 몰라? ""이육사가 어느 날 이영우에게 '저는 ""戮史""란 필명을 가지려고 하는데 어떻습니까?'라고 물었다. 이 말은 '역사를 찢어 죽이겠다'라는 의미였다."" 근거를 보면 알 수 있잖아. '戮史'는 역사에 대한 강한 반감을 표현한 거야."
"주제: 이육사
찢어 죽이겠다'라는 의미였다. 당시 역사가 일제 역사이니까 일제 역사를 찢어 죽이겠다, 즉 일본을 패망시키겠다는 의미였다. 이에 이영우는 ""표현이 혁명적인 의미를 너무 노골적으로 드러내는 것이니, 같은 의미를 가지면서도 온건한 '陸史를 쓰라'고 권고하였고, 이를 받아들여 '陸史'로 바꿔 썼다고 전해진다. 그리고 '肉瀉'라는 이름은 고기 먹고 설사한다는 뜻으로 당시 일제 강점 상황을 비아냥거리는 의미로, 1932년 조선일보 대구지국 기자로 근무했을 적 대구 약령시에 대한 기사를 네 차례 연재할 때 사용되었다. 이육사의 필명이나 호를",이육사의 필명 '肉瀉'는 어떤 의미를 가지고 있나요?  ,"그것도 몰라? ""‘肉瀉’라는 이름은 고기 먹고 설사한다는 뜻으로 당시 일제 강점 상황을 비아냥거리는 의미""라고 했잖아. 그러니까 일제 강점기의 상황을 조롱하는 필명이야."
"주제: 이육사
차례 연재할 때 사용되었다. 이육사의 필명이나 호를 순서대로 정리하면 李活(1926-1939), 大邱二六四(1930), 戮史(1930), 肉瀉(1932), 陸史(1932-1944)와 같고 이원록이 '陸史'로 불리게 된 연유이다.",이육사가 사용한 필명이나 호는 무엇이 있나요?  ,"그것도 몰라? ""이육사의 필명이나 호를 순서대로 정리하면 李活(1926-1939), 大邱二六四(1930), 戮史(1930), 肉瀉(1932), 陸史(1932-1944)와 같다."" 근거를 보면 알 수 있잖아. 여러 가지 필명을 썼는데, 이원록이 '陸史'로 불리게 된 이유도 있어."
"주제: 이육사
문단 등단 시기는 《조선일보》에 〈말〉을 발표한 1930년이며, 언론인으로 일하면서 중국과 대구, 경성부를 오가면서 항일 운동을 하고 시인부락, 자오선 동인으로 작품도 발표했다. 그동안 대구 격문 사건 등으로 수차례 체포, 구금되었다.",이육사의 등단 시기는 언제인가요?  ,"그것도 몰라? ""문단 등단 시기는 《조선일보》에 〈말〉을 발표한 1930년"" 근거를 보면 알 수 있잖아. 그러니까 1930년에 등단한 거야."
"주제: 이육사
1925년 가을부터 2~3학기 동안 베이징에 있던 공립 중궈 대학(中國大學, 베이징 대학이 아님)에 들어가 문과 수업 등을 청강하기도 하였다. 중화민국 국민당 군사위원회에서 난징에 창설해 김원봉이 조선인 항일 군관 훈련반(제6대대) 대장에 있던 군사학교에 1932년 9월 입학하여 보병 육성과 특수 부대원 훈련을 받고 이듬해 4월에 졸업하였다.",이육사가 1932년 어떤 군사학교에 입학했나요?,"그것도 몰라? ""중화민국 국민당 군사위원회에서 난징에 창설해 김원봉이 조선인 항일 군관 훈련반(제6대대) 대장에 있던 군사학교에 1932년 9월 입학하였다."" 근거를 보면 알 수 있잖아. 그 군사학교는 조선인 항일 군관 훈련반이었어."
"주제: 이육사
졸업 후 상하이를 경유하여 귀국하였는데, 1932년 6월 상하이에서 들렀던 한 중국 국민당 인사(양싱포(楊杏佛) : 중국국민당 정권 특무에 의해 피살)의 장례식 자리에서 루쉰을 우연히 인사를 나누었다는 본인의 회고가 있으며, 관련된 내용이 이육사의 「루쉰추도문(魯迅追悼文)」에 기록되어 있다. 이육사는 루쉰이 1936년 10월 19일 세상을 떠난 후 4일만인 10월 23일부터 10월 27일까지 이육사가 당시 「조선일보」에 「루쉰추도문(魯迅追悼文)」을 연재하며 루쉰을 만난 사실은 언급하며, 루쉰의 생애를 요약하고 루쉰 문학의 전개",이육사가 루쉰을 만난 사실은 어떤 경위를 통해 알 수 있나요?  ,"그것도 몰라? ""졸업 후 상하이를 경유하여 귀국하였는데, 1932년 6월 상하이에서 들렀던 한 중국 국민당 인사(양싱포)의 장례식 자리에서 루쉰을 우연히 인사를 나누었다는 본인의 회고가 있으며,"" 근거를 보면 알 수 있잖아. 상하이에서 장례식에 참석하면서 루쉰을 만난 거야."
"주제: 이육사
언급하며, 루쉰의 생애를 요약하고 루쉰 문학의 전개 과정과 특징을 분석한 후 마지막에 그에 대한 애틋한 애도의 마음을 표현하고 있다. 또한 '추도문'에서 이육사는 루쉰 문학의 성숙한 깊이에 주목하면서 당시 혼란한 중국 사회 현실에 맞서 명확하고 진실한 묘사로 감동 깊은 문학작품을 창작한 측면에 대한 객관적이고 정당한 평가로 설명하고 있다. 「루쉰추도문」을 연재한 후 이육사는 루쉰의 대표적인 단편소설인 「고향故鄕」을 우리말로 처음 번역하여 1936년 『조광朝光』 12월호에 발표했다.",이육사가 루쉰 문학에 대해 어떤 평가를 했는지 알려줄 수 있어?  ,"그것도 몰라? ""루쉰 문학의 성숙한 깊이에 주목하면서 당시 혼란한 중국 사회 현실에 맞서 명확하고 진실한 묘사로 감동 깊은 문학작품을 창작한 측면에 대한 객관적이고 정당한 평가로 설명하고 있다."" 근거를 보면 알 수 있잖아. 이육사는 루쉰이 사회 현실을 잘 반영한 뛰어난 작가라고 평가한 거야."
